neuron_id,baseline_spikes,compressed_spikes,matched_spikes_after_binning,binned_count_accuracy,sensitivity,ratio
124,609,635,557,0.9146141215106732,0.08538587848932677,0.30
125,21,188,1,0.047619047619047616,0.9523809523809523,0.30
126,240,359,130,0.5416666666666666,0.45833333333333337,0.30
127,352,518,203,0.5767045454545454,0.4232954545454546,0.30
128,291,284,225,0.7731958762886598,0.22680412371134018,0.30
129,179,286,104,0.5810055865921788,0.4189944134078212,0.30
130,129,274,44,0.34108527131782945,0.6589147286821706,0.30
131,1752,1721,1675,0.9560502283105022,0.04394977168949776,0.30
132,218,449,83,0.38073394495412843,0.6192660550458715,0.30
133,792,888,636,0.803030303030303,0.19696969696969702,0.30
134,81,112,54,0.6666666666666666,0.33333333333333337,0.30
135,226,270,188,0.831858407079646,0.16814159292035402,0.30
136,475,262,260,0.5473684210526316,0.4526315789473684,0.30
137,153,204,113,0.738562091503268,0.261437908496732,0.30
138,507,471,457,0.9013806706114399,0.0986193293885601,0.30
139,105,219,41,0.3904761904761905,0.6095238095238096,0.30
140,119,228,38,0.31932773109243695,0.680672268907563,0.30
141,630,612,578,0.9174603174603174,0.08253968253968258,0.30
142,174,276,97,0.5574712643678161,0.44252873563218387,0.30
143,1010,812,790,0.7821782178217822,0.2178217821782178,0.30
144,62,140,21,0.3387096774193548,0.6612903225806452,0.30
145,369,487,258,0.6991869918699187,0.30081300813008127,0.30
146,368,489,238,0.6467391304347826,0.3532608695652174,0.30
147,155,282,67,0.432258064516129,0.567741935483871,0.30
148,195,231,139,0.7128205128205128,0.28717948717948716,0.30
149,273,342,197,0.7216117216117216,0.2783882783882784,0.30
150,262,276,206,0.7862595419847328,0.2137404580152672,0.30
151,417,497,337,0.8081534772182254,0.1918465227817746,0.30
152,168,332,62,0.36904761904761907,0.6309523809523809,0.30
153,622,332,322,0.5176848874598071,0.4823151125401929,0.30
154,165,187,144,0.8727272727272727,0.12727272727272732,0.30
155,293,349,242,0.825938566552901,0.174061433447099,0.30
156,739,777,679,0.918809201623816,0.08119079837618404,0.30
157,108,208,46,0.42592592592592593,0.5740740740740741,0.30
158,433,446,418,0.9653579676674365,0.034642032332563466,0.30
159,88,253,17,0.19318181818181818,0.8068181818181819,0.30
160,609,670,512,0.8407224958949097,0.15927750410509034,0.30
161,698,766,624,0.8939828080229226,0.10601719197707737,0.30
162,285,327,237,0.8315789473684211,0.16842105263157892,0.30
163,629,826,428,0.6804451510333863,0.3195548489666137,0.30
164,559,556,492,0.8801431127012522,0.11985688729874777,0.30
165,148,179,122,0.8243243243243243,0.17567567567567566,0.30
166,124,322,21,0.1693548387096774,0.8306451612903226,0.30
167,126,176,89,0.7063492063492064,0.2936507936507936,0.30
168,921,1325,517,0.5613463626492943,0.4386536373507057,0.30
169,793,482,482,0.6078184110970997,0.39218158890290034,0.30
170,684,741,601,0.8786549707602339,0.12134502923976609,0.30
171,723,737,627,0.8672199170124482,0.13278008298755184,0.30
172,190,442,35,0.18421052631578946,0.8157894736842105,0.30
173,207,365,79,0.38164251207729466,0.6183574879227054,0.30
174,347,460,265,0.7636887608069164,0.2363112391930836,0.30
175,280,348,184,0.6571428571428571,0.34285714285714286,0.30
176,216,269,168,0.7777777777777778,0.2222222222222222,0.30
177,379,371,363,0.9577836411609498,0.04221635883905017,0.30
178,285,312,236,0.8280701754385965,0.1719298245614035,0.30
179,308,393,209,0.6785714285714286,0.3214285714285714,0.30
180,425,643,214,0.5035294117647059,0.4964705882352941,0.30
181,282,350,213,0.7553191489361702,0.24468085106382975,0.30
182,373,489,265,0.710455764075067,0.28954423592493295,0.30
183,561,688,416,0.7415329768270945,0.2584670231729055,0.30
184,215,292,99,0.4604651162790698,0.5395348837209302,0.30
185,616,863,375,0.6087662337662337,0.39123376623376627,0.30
186,384,564,238,0.6197916666666666,0.38020833333333337,0.30
187,472,447,429,0.9088983050847458,0.09110169491525422,0.30
188,85,218,22,0.25882352941176473,0.7411764705882353,0.30
189,293,301,286,0.9761092150170648,0.023890784982935176,0.30
190,1028,1200,856,0.8326848249027238,0.16731517509727623,0.30
191,265,387,158,0.5962264150943396,0.4037735849056604,0.30
192,773,1012,534,0.6908150064683053,0.3091849935316947,0.30
193,654,671,605,0.9250764525993884,0.07492354740061158,0.30
194,1199,1204,1194,0.9958298582151793,0.004170141784820669,0.30
195,303,504,127,0.41914191419141916,0.5808580858085808,0.30
196,735,804,636,0.8653061224489796,0.13469387755102036,0.30
197,616,671,468,0.7597402597402597,0.24025974025974028,0.30
198,454,592,327,0.7202643171806168,0.2797356828193832,0.30
199,43,162,3,0.06976744186046512,0.9302325581395349,0.30
200,673,449,445,0.6612184249628529,0.3387815750371471,0.30
201,395,763,85,0.21518987341772153,0.7848101265822784,0.30
202,195,358,88,0.4512820512820513,0.5487179487179488,0.30
203,58,255,0,0.0,1.0,0.30
204,731,850,610,0.8344733242134063,0.16552667578659375,0.30
205,644,416,416,0.6459627329192547,0.35403726708074534,0.30
206,559,582,506,0.9051878354203936,0.0948121645796064,0.30
207,277,382,175,0.631768953068592,0.36823104693140796,0.30
208,674,694,558,0.827893175074184,0.17210682492581597,0.30
209,195,306,110,0.5641025641025641,0.4358974358974359,0.30
210,34,83,18,0.5294117647058824,0.47058823529411764,0.30
211,412,400,358,0.8689320388349514,0.1310679611650486,0.30
212,195,452,84,0.4307692307692308,0.5692307692307692,0.30
213,699,727,572,0.8183118741058655,0.18168812589413452,0.30
214,528,453,417,0.7897727272727273,0.2102272727272727,0.30
215,714,686,678,0.9495798319327731,0.050420168067226934,0.30
216,402,455,335,0.8333333333333334,0.16666666666666663,0.30
217,261,310,204,0.7816091954022989,0.2183908045977011,0.30
218,414,481,280,0.6763285024154589,0.32367149758454106,0.30
219,335,385,236,0.7044776119402985,0.29552238805970155,0.30
220,272,277,219,0.8051470588235294,0.19485294117647056,0.30
221,215,337,112,0.5209302325581395,0.4790697674418605,0.30
222,713,677,576,0.8078541374474053,0.1921458625525947,0.30
223,802,751,747,0.9314214463840399,0.0685785536159601,0.30
224,901,519,519,0.5760266370699223,0.4239733629300777,0.30
225,1112,590,590,0.5305755395683454,0.46942446043165464,0.30
226,785,1052,538,0.6853503184713375,0.31464968152866246,0.30
227,219,284,156,0.7123287671232876,0.28767123287671237,0.30
228,406,525,298,0.7339901477832512,0.2660098522167488,0.30
229,521,527,497,0.9539347408829175,0.04606525911708248,0.30
230,855,248,248,0.29005847953216374,0.7099415204678363,0.30
231,1351,1308,1276,0.9444855662472242,0.05551443375277576,0.30
232,196,375,74,0.37755102040816324,0.6224489795918368,0.30
233,243,178,154,0.6337448559670782,0.3662551440329218,0.30
234,860,174,174,0.20232558139534884,0.7976744186046512,0.30
235,236,315,157,0.6652542372881356,0.3347457627118644,0.30
236,59,96,25,0.423728813559322,0.576271186440678,0.30
237,662,297,285,0.43051359516616317,0.5694864048338368,0.30
238,1503,1447,1445,0.9614105123087159,0.03858948769128412,0.30
239,1082,1120,996,0.9205175600739371,0.07948243992606285,0.30
240,659,468,380,0.5766312594840668,0.4233687405159332,0.30
241,429,556,297,0.6923076923076923,0.3076923076923077,0.30
242,638,719,560,0.877742946708464,0.12225705329153602,0.30
243,231,193,186,0.8051948051948052,0.19480519480519476,0.30
244,630,554,526,0.834920634920635,0.16507936507936505,0.30
245,262,356,176,0.6717557251908397,0.3282442748091603,0.30
246,106,548,0,0.0,1.0,0.30
247,172,339,55,0.31976744186046513,0.6802325581395349,0.30
248,651,1061,269,0.41321044546851,0.5867895545314901,0.30
249,891,894,736,0.8260381593714927,0.17396184062850728,0.30
250,73,585,0,0.0,1.0,0.30
251,166,395,40,0.24096385542168675,0.7590361445783133,0.30
252,479,571,373,0.778705636743215,0.22129436325678498,0.30
253,511,1052,99,0.19373776908023482,0.8062622309197651,0.30
254,1599,1026,1026,0.6416510318949343,0.35834896810506567,0.30
255,334,506,190,0.5688622754491018,0.43113772455089816,0.30
256,143,199,109,0.7622377622377622,0.23776223776223782,0.30
257,431,447,415,0.962877030162413,0.037122969837587005,0.30
258,566,366,348,0.6148409893992933,0.3851590106007067,0.30
259,93,297,31,0.3333333333333333,0.6666666666666667,0.30
260,281,562,69,0.24555160142348753,0.7544483985765125,0.30
261,692,173,173,0.25,0.75,0.30
262,880,790,702,0.7977272727272727,0.20227272727272727,0.30
263,663,607,503,0.7586726998491704,0.2413273001508296,0.30
264,626,607,480,0.7667731629392971,0.2332268370607029,0.30
265,822,638,482,0.5863746958637469,0.4136253041362531,0.30
266,463,569,313,0.6760259179265659,0.32397408207343414,0.30
