recv_time_ns,seq,send_ts_us,payload_bytes,frame_bytes,arrival_interval_ms
1785338181577189100,252054,22912497118,4096,4110,10.1454
1785338181660428700,252055,22912547118,4096,4110,83.2396
1785338181758583300,252056,22912597118,4096,4110,98.1546
1785338181771112600,252057,22912647118,4096,4110,12.5293
1785338181783752900,252058,22912697142,4096,4110,12.6403
1785338181862582200,252059,22912747118,4096,4110,78.8293
1785338181918718200,252060,22912797123,4096,4110,56.136
1785338181966868700,252061,22912847118,4096,4110,48.1505
1785338182016811700,252062,22912897118,4096,4110,49.943
1785338182065662900,252063,22912947118,4096,4110,48.8512
1785338182081635300,252064,22912997118,4096,4110,15.9724
1785338182117488000,252065,22913047118,4096,4110,35.8527
1785338182299149300,252066,22913097118,4096,4110,181.6613
1785338182310576200,252067,22913147118,4096,4110,11.4269
1785338182319119200,252068,22913197118,4096,4110,8.543
1785338182326053100,252069,22913247118,4096,4110,6.9339
1785338182380199300,252070,22913297118,4096,4110,54.1462
1785338182420748500,252071,22913347118,4096,4110,40.5492
1785338182481125800,252072,22913397118,4096,4110,60.3773
1785338182582087800,252073,22913447118,4096,4110,100.962
1785338182591998700,252074,22913497118,4096,4110,9.9109
1785338182617374800,252075,22913547118,4096,4110,25.3761
1785338182688205800,252076,22913597118,4096,4110,70.831
1785338182789647500,252077,22913647118,4096,4110,101.4417
1785338182815591800,252078,22913697118,4096,4110,25.9443
1785338182825379000,252079,22913748712,4096,4110,9.7872
1785338182885694500,252080,22913797118,4096,4110,60.3155
1785338182921807200,252081,22913847118,4096,4110,36.1127
1785338182999698300,252082,22913897118,4096,4110,77.8911
1785338183022023200,252083,22913947118,4096,4110,22.3249
1785338183092357300,252084,22913997118,4096,4110,70.3341
1785338183129157700,252085,22914047118,4096,4110,36.8004
1785338183331308100,252086,22914097118,4096,4110,202.1504
1785338183345484800,252087,22914147118,4096,4110,14.1767
1785338183357336600,252088,22914197118,4096,4110,11.8518
1785338183367303400,252089,22914247118,4096,4110,9.9668
1785338183400452300,252090,22914297118,4096,4110,33.1489
1785338183499250700,252091,22914347118,4096,4110,98.7984
1785338183510428600,252092,22914397118,4096,4110,11.1779
1785338183521934700,252093,22914447118,4096,4110,11.5061
1785338183608871600,252094,22914497118,4096,4110,86.9369
1785338183703515300,252095,22914547118,4096,4110,94.6437
1785338183713870400,252096,22914597118,4096,4110,10.3551
1785338183723671000,252097,22914647118,4096,4110,9.8006
1785338183810311600,252098,22914697118,4096,4110,86.6406
1785338183907679000,252099,22914747118,4096,4110,97.3674
1785338183920794400,252100,22914797118,4096,4110,13.1154
1785338183933426100,252101,22914847247,4096,4110,12.6317
1785338184011483900,252102,22914897118,4096,4110,78.0578
1785338184067968700,252103,22914947132,4096,4110,56.4848
1785338184113544100,252104,22914997118,4096,4110,45.5754
1785338184123549500,252105,22915048711,4096,4110,10.0054
1785338184169660300,252106,22915097118,4096,4110,46.1108
1785338184349279900,252107,22915147118,4096,4110,179.6196
1785338184362670900,252108,22915197118,4096,4110,13.391
1785338184378442900,252109,22915247118,4096,4110,15.772
1785338184391563800,252110,22915297118,4096,4110,13.1209
1785338184425712100,252111,22915347118,4096,4110,34.1483
1785338184521609600,252112,22915397118,4096,4110,95.8975
1785338184532262400,252113,22915447118,4096,4110,10.6528
1785338184567780900,252114,22915497118,4096,4110,35.5185
1785338184630750800,252115,22915547118,4096,4110,62.9699
1785338184728949800,252116,22915597118,4096,4110,98.199
1785338184741460200,252117,22915647118,4096,4110,12.5104
1785338184768515700,252118,22915697118,4096,4110,27.0555
1785338184834514100,252119,22915747118,4096,4110,65.9984
1785338184935913900,252120,22915797118,4096,4110,101.3998
1785338184946673400,252121,22915847118,4096,4110,10.7595
1785338184967896600,252122,22915897118,4096,4110,21.2232
1785338185036393500,252123,22915947118,4096,4110,68.4969
1785338185137586900,252124,22915997120,4096,4110,101.1934
1785338185150245300,252125,22916047118,4096,4110,12.6584
1785338185171984400,252126,22916097118,4096,4110,21.7391
1785338185419826800,252127,22916147118,4096,4110,247.8424
1785338185433555200,252128,22916197118,4096,4110,13.7284
1785338185441721300,252129,22916247118,4096,4110,8.1661
1785338185453451200,252130,22916297118,4096,4110,11.7299
1785338185463284700,252131,22916347118,4096,4110,9.8335
1785338185476804500,252132,22916397118,4096,4110,13.5198
1785338185548756900,252133,22916447118,4096,4110,71.9524
1785338185652170900,252134,22916497118,4096,4110,103.414
1785338185663909900,252135,22916547118,4096,4110,11.739
1785338185676673900,252136,22916597118,4096,4110,12.764
1785338185754196300,252137,22916647118,4096,4110,77.5224
1785338185855260900,252138,22916697118,4096,4110,101.0646
1785338185865717800,252139,22916747118,4096,4110,10.4569
1785338185878051000,252140,22916797118,4096,4110,12.3332
1785338185957973800,252141,22916847118,4096,4110,79.9228
1785338186060966300,252142,22916897118,4096,4110,102.9925
1785338186077407100,252143,22916947118,4096,4110,16.4408
1785338186088752800,252144,22916997215,4096,4110,11.3457
1785338186187357000,252145,22917047118,4096,4110,98.6042
1785338186530953400,252146,22917097118,4096,4110,343.5964
1785338186584234600,252147,22917199303,4096,4110,53.2812
1785338186611516800,252148,22917211763,4096,4110,27.2822
1785338186630111300,252149,22917247118,4096,4110,18.5945
1785338186638018800,252150,22917297118,4096,4110,7.9075
1785338186647008000,252151,22917347118,4096,4110,8.9892
1785338186659382300,252152,22917397118,4096,4110,12.3743
1785338186670579700,252153,22917447118,4096,4110,11.1974
1785338186677781800,252154,22917497118,4096,4110,7.2021
1785338186685776000,252155,22917547118,4096,4110,7.9942
1785338186716354500,252156,22917597118,4096,4110,30.5785
1785338186728929600,252157,22917647118,4096,4110,12.5751
1785338186779620100,252158,22917697118,4096,4110,50.6905
1785338186879479800,252159,22917747118,4096,4110,99.8597
1785338186917534600,252160,22917797118,4096,4110,38.0548
1785338186929287500,252161,22917847118,4096,4110,11.7529
1785338186987304700,252162,22917897118,4096,4110,58.0172
1785338187085912200,252163,22917947118,4096,4110,98.6075
1785338187112996700,252164,22917997118,4096,4110,27.0845
1785338187123768400,252165,22918047118,4096,4110,10.7717
1785338187190492600,252166,22918097118,4096,4110,66.7242
1785338187290513700,252167,22918147118,4096,4110,100.0211
1785338187446878600,252168,22918197118,4096,4110,156.3649
1785338187458695700,252169,22918247118,4096,4110,11.8171
1785338187937534500,252170,22918297118,4096,4110,478.8388
1785338190313507800,4042256109,17940079176890708721,4096,4110,2375.9733
